customer_id,has_mobile_app,has_web_account,mobile_logins_wk,web_logins_wk,avg_mobile_time,avg_web_time,last_mobile_use,last_web_use
1330,1,1,3.0,2.0,4.68,15.48,2024-07-04,2024-09-02
1331,0,1,,1.0,,15.36,,2024-11-05
1332,1,1,6.0,5.0,4.77,7.9,2024-09-18,2024-07-19
1333,1,1,7.0,8.0,5.04,1.94,2024-07-19,2024-03-12
1334,1,1,3.0,5.0,6.11,6.54,2024-07-09,2024-10-01
1335,0,1,,3.0,,6.51,,2024-10-17
1336,1,1,1.0,0.0,8.05,0.0,2024-12-31,2023-03-01
1337,0,1,,3.0,,6.97,,2024-11-14
1338,0,1,,3.0,,7.19,,2024-10-22
1339,1,1,11.0,5.0,2.03,7.47,2023-08-28,2024-11-07
1340,1,1,5.0,6.0,5.5,1.55,2024-11-06,2024-04-02
1341,1,1,4.0,5.0,3.8,9.65,2024-09-28,2024-07-15
1342,1,1,10.0,3.0,2.59,6.9,2023-08-22,2024-09-04
1343,1,1,2.0,3.0,5.17,8.61,2024-10-28,2024-09-08
1344,1,1,5.0,5.0,4.76,8.89,2024-08-08,2024-09-28
1345,1,1,7.0,3.0,5.42,6.0,2024-09-13,2024-08-17
1346,1,1,2.0,3.0,5.61,7.28,2024-07-20,2024-10-12
1347,1,1,3.0,0.0,7.38,0.0,2024-07-09,2024-01-20
1348,1,1,10.0,1.0,2.2,16.15,2023-06-04,2024-12-24
1349,1,1,3.0,0.0,5.38,0.0,2024-11-29,2024-09-12
1350,1,1,2.0,0.0,5.73,0.0,2024-08-01,2024-03-18
1351,1,1,3.0,5.0,4.94,8.18,2024-07-14,2024-10-13
1352,1,1,2.0,5.0,6.92,9.35,2024-09-01,2024-10-15
1353,1,1,10.0,6.0,1.78,1.45,2024-06-17,2023-08-12
1354,1,1,4.0,1.0,6.42,15.61,2024-07-31,2024-10-28
1355,1,1,12.0,5.0,1.93,8.81,2023-10-02,2024-09-02
1356,1,1,5.0,3.0,4.45,8.5,2024-11-26,2024-10-24
1357,1,1,10.0,1.0,2.65,15.34,2024-05-07,2024-09-10
1358,0,1,,0.0,,0.0,,2023-10-27
1359,1,1,0.0,10.0,0.0,2.0,2023-11-07,2024-01-06
1360,1,1,6.0,4.0,6.73,7.73,2024-08-28,2024-10-28
1361,1,1,4.0,3.0,6.35,8.66,2024-09-03,2024-11-19
1362,0,1,,9.0,,1.78,,2024-01-28
1363,0,0,,,,,,
1364,0,0,,,,,,
1365,1,1,11.0,6.0,1.14,2.14,2024-04-16,2023-12-19
1366,1,1,5.0,2.0,6.18,17.42,2024-09-23,2024-12-26
1367,1,1,5.0,1.0,6.33,15.01,2024-07-20,2024-07-04
1368,0,1,,5.0,,6.59,,2024-10-16
1369,1,1,5.0,3.0,5.32,8.0,2024-07-31,2024-11-24
1370,1,1,11.0,6.0,0.85,1.69,2023-07-29,2023-07-02
1371,1,1,6.0,4.0,5.23,6.56,2024-07-28,2024-08-29
1372,1,1,3.0,3.0,4.85,8.38,2024-10-08,2024-10-05
1373,0,1,,0.0,,0.0,,2023-01-05
1374,1,1,3.0,4.0,5.25,6.81,2024-11-17,2024-08-31
1375,0,1,,0.0,,0.0,,2023-09-02
1376,1,1,2.0,3.0,7.24,7.97,2024-08-26,2024-11-27
1377,1,1,3.0,4.0,4.26,7.49,2024-09-21,2024-11-09
1378,1,1,10.0,0.0,3.0,0.0,2024-11-25,2023-03-14
1379,1,1,3.0,0.0,4.89,0.0,2024-10-01,2023-05-01
1380,1,1,7.0,5.0,5.78,8.72,2024-09-08,2024-09-18
1381,1,1,7.0,1.0,5.8,15.58,2024-11-02,2024-07-17
1382,0,1,,5.0,,9.54,,2024-08-10
1383,1,1,3.0,4.0,5.16,6.0,2024-09-26,2024-10-18
1384,0,0,,,,,,
1385,1,1,5.0,3.0,5.4,7.18,2024-10-19,2024-10-11
1386,1,1,10.0,5.0,1.27,7.33,2024-01-05,2024-09-03
1387,1,1,3.0,3.0,6.48,7.88,2024-09-06,2024-09-24
1388,1,1,0.0,4.0,0.0,7.51,2024-04-22,2024-09-17
1389,1,1,5.0,3.0,6.29,9.29,2024-08-06,2024-10-16
1390,0,1,,8.0,,2.82,,2023-01-12
1391,1,1,6.0,0.0,4.24,0.0,2024-08-07,2024-05-13
1392,1,1,10.0,5.0,1.72,6.8,2023-06-07,2024-10-16
1393,1,1,3.0,0.0,6.57,0.0,2024-11-16,2023-12-24
1394,1,1,10.0,2.0,2.41,15.34,2024-04-23,2024-07-20
1395,1,1,12.0,2.0,0.77,16.78,2024-05-15,2024-12-30
1396,1,1,3.0,6.0,5.07,1.89,2024-10-24,2024-10-26
1397,1,1,10.0,5.0,2.27,8.65,2023-01-05,2024-10-24
1398,1,1,3.0,3.0,6.07,7.46,2024-09-23,2024-08-01
1399,0,0,,,,,,
1400,1,1,7.0,2.0,8.0,15.37,2024-11-08,2024-07-16
1401,1,1,3.0,7.0,6.31,1.84,2024-10-23,2023-12-31
1402,1,1,8.0,5.0,4.8,9.25,2024-08-26,2024-07-25
1403,1,1,6.0,5.0,5.14,7.44,2024-08-16,2024-09-27
1404,1,1,4.0,0.0,6.04,0.0,2024-09-29,2024-09-18
1405,1,1,4.0,8.0,4.03,1.82,2024-09-09,2024-08-05
1406,1,1,6.0,0.0,4.0,0.0,2024-10-13,2023-06-15
1407,1,1,6.0,7.0,5.65,1.71,2024-10-16,2023-01-25
1408,0,1,,5.0,,8.44,,2024-11-11
1409,1,1,5.0,6.0,5.6,1.87,2024-11-01,2023-01-28
1410,1,1,4.0,6.0,4.79,1.62,2024-11-17,2024-10-29
1411,1,1,11.0,8.0,1.74,2.49,2024-10-23,2023-12-02
1412,1,1,12.0,6.0,1.64,1.85,2023-08-19,2023-07-18
1413,1,1,3.0,0.0,5.66,0.0,2024-09-14,2023-01-21
1414,1,1,4.0,6.0,6.81,2.27,2024-08-17,2024-03-16
1415,1,1,6.0,2.0,5.21,16.19,2024-07-21,2024-12-26
1416,1,1,3.0,5.0,6.26,8.42,2024-08-26,2024-08-18
1417,1,1,1.0,0.0,5.0,0.0,2024-08-05,2023-09-11
1418,1,1,5.0,3.0,4.97,7.51,2024-10-17,2024-10-23
1419,1,1,4.0,3.0,6.99,6.04,2024-10-29,2024-10-31
1420,1,1,4.0,4.0,5.69,7.58,2024-07-10,2024-11-24
1421,1,1,3.0,0.0,4.99,0.0,2024-10-29,2023-03-11
1422,0,0,,,,,,
1423,0,1,,4.0,,7.69,,2024-11-19
1424,1,1,3.0,1.0,5.49,14.87,2024-08-09,2024-09-15
1425,1,1,7.0,7.0,5.22,1.58,2024-08-26,2023-01-09
1426,1,1,4.0,6.0,5.85,1.59,2024-08-23,2024-10-15
1427,1,1,3.0,10.0,6.1,2.13,2024-10-05,2023-04-18
1428,0,1,,0.0,,0.0,,2023-10-15
1429,1,1,5.0,0.0,7.97,0.0,2024-11-22,2024-01-05
1430,1,1,1.0,3.0,7.57,7.64,2024-11-22,2024-08-19
1431,1,1,7.0,3.0,4.79,8.43,2024-08-08,2024-11-01
1432,1,1,3.0,3.0,5.97,9.14,2024-11-16,2024-07-08
1433,1,1,6.0,5.0,6.43,8.83,2024-07-29,2024-09-16
1434,0,1,,2.0,,14.96,,2024-11-21
1435,1,1,10.0,3.0,1.79,6.34,2023-05-16,2024-08-16
1436,1,1,3.0,5.0,4.06,8.83,2024-11-08,2024-10-05
1437,1,1,12.0,7.0,1.58,2.26,2024-05-22,2024-03-22
1438,0,0,,,,,,
1439,1,1,3.0,4.0,3.64,8.77,2024-08-01,2024-10-10
1440,1,1,6.0,8.0,6.57,1.74,2024-09-20,2023-06-28
1441,0,1,,4.0,,6.66,,2024-11-02
1442,0,0,,,,,,
1443,0,0,,,,,,
1444,1,1,4.0,5.0,5.76,8.74,2024-10-02,2024-07-12
1445,0,0,,,,,,
1446,0,1,,5.0,,8.14,,2024-10-19
1447,1,1,7.0,5.0,4.24,6.53,2024-10-12,2024-07-02
1448,1,1,3.0,7.0,6.57,1.76,2024-07-26,2023-10-31
1449,0,1,,3.0,,9.21,,2024-07-17
1450,1,1,6.0,4.0,4.82,8.53,2024-10-16,2024-07-23
1451,1,1,6.0,0.0,4.3,0.0,2024-10-10,2024-03-04
1452,0,0,,,,,,
1453,1,1,3.0,7.0,5.24,2.59,2024-09-13,2024-04-15
1454,1,1,3.0,6.0,3.23,1.73,2024-08-12,2024-03-28
1455,1,1,3.0,6.0,6.92,1.05,2024-10-27,2023-05-22
1456,0,1,,8.0,,1.9,,2024-08-16
1457,1,1,4.0,2.0,5.84,17.44,2024-10-04,2024-12-31
1458,0,0,,,,,,
1459,1,1,10.0,1.0,2.51,16.55,2023-09-21,2024-12-21
1460,1,1,5.0,8.0,6.03,2.19,2024-10-25,2023-09-16
1461,0,0,,,,,,
1462,1,1,3.0,7.0,3.93,2.51,2024-08-27,2024-10-02
1463,1,1,8.0,0.0,6.85,0.0,2024-07-31,2024-03-23
1464,1,1,2.0,3.0,6.46,6.0,2024-09-21,2024-07-11
1465,1,1,0.0,9.0,0.0,2.64,2024-04-28,2023-07-25
1466,0,0,,,,,,
1467,0,0,,,,,,
1468,1,1,7.0,0.0,8.0,0.0,2024-09-27,2024-04-30
1469,1,1,6.0,3.0,5.35,6.36,2024-07-14,2024-09-15
1470,0,1,,4.0,,9.4,,2024-07-10
1471,1,1,3.0,3.0,4.14,8.55,2024-07-31,2024-07-18
1472,1,1,3.0,0.0,5.12,0.0,2024-10-24,2024-05-14
1473,0,1,,0.0,,0.0,,2023-06-23
1474,1,1,10.0,1.0,2.52,16.56,2023-07-07,2024-12-30
1475,1,1,3.0,1.0,5.46,15.51,2024-09-20,2024-07-25
1476,1,1,4.0,4.0,8.0,7.89,2024-09-19,2024-07-28
1477,0,0,,,,,,
1478,1,1,12.0,6.0,2.79,1.95,2023-11-21,2024-07-26
1479,1,1,7.0,0.0,5.63,0.0,2024-09-10,2024-02-10
1480,0,1,,2.0,,15.17,,2024-07-15
1481,1,1,3.0,3.0,6.22,7.8,2024-08-25,2024-10-05
1482,1,1,10.0,1.0,2.57,15.91,2023-11-01,2024-08-18
1483,1,1,3.0,0.0,7.25,0.0,2024-07-30,2023-10-03
1484,1,1,4.0,3.0,4.49,8.95,2024-11-13,2024-08-26
1485,0,0,,,,,,
1486,1,1,6.0,5.0,5.28,8.17,2024-07-09,2024-07-22
1487,1,1,3.0,1.0,5.61,14.13,2024-09-13,2024-09-09
1488,1,1,4.0,5.0,6.74,8.92,2024-07-14,2024-11-28
1489,1,1,7.0,0.0,6.32,0.0,2024-10-10,2023-04-05
1490,1,1,5.0,0.0,4.95,0.0,2024-10-24,2024-04-11
1491,1,1,7.0,0.0,4.67,0.0,2024-11-10,2023-05-26
1492,1,1,11.0,1.0,2.38,17.77,2024-05-23,2024-12-22
1493,1,1,5.0,3.0,5.21,8.24,2024-10-12,2024-09-17
1494,1,1,0.0,3.0,0.0,6.95,2023-07-03,2024-08-25
1495,0,0,,,,,,
1496,1,1,7.0,4.0,5.57,8.51,2024-09-04,2024-07-31
1497,0,0,,,,,,
1498,0,0,,,,,,
1499,1,1,12.0,1.0,1.37,14.31,2023-01-23,2024-11-20
1500,0,1,,6.0,,2.05,,2023-07-26
1501,1,1,0.0,0.0,0.0,0.0,2024-07-29,2024-03-25
1502,1,1,3.0,7.0,5.69,1.7,2024-10-25,2024-01-21
1503,1,1,3.0,0.0,5.97,0.0,2024-10-30,2023-12-26
1504,1,1,6.0,7.0,4.01,1.54,2024-10-18,2024-05-12
1505,0,0,,,,,,
1506,0,1,,1.0,,18.01,,2024-12-31
1507,1,1,3.0,0.0,6.11,0.0,2024-07-10,2024-09-28
1508,0,1,,5.0,,7.74,,2024-08-28
1509,1,1,3.0,2.0,6.51,14.25,2024-08-27,2024-10-07
1510,0,1,,3.0,,7.37,,2024-10-15
1511,1,1,12.0,3.0,2.43,7.29,2023-03-09,2024-07-21
1512,0,0,,,,,,
1513,1,1,4.0,3.0,5.08,7.84,2024-09-07,2024-09-01
1514,0,1,,3.0,,6.0,,2024-10-25
1515,1,1,12.0,2.0,2.08,17.18,2024-06-29,2024-12-30
1516,1,1,12.0,1.0,1.52,17.58,2024-01-19,2024-12-30
1517,1,1,4.0,3.0,5.67,7.31,2024-11-26,2024-11-29
1518,1,1,5.0,3.0,3.77,8.44,2024-08-31,2024-08-05
1519,1,1,3.0,2.0,5.83,14.89,2024-11-22,2024-08-28
1520,0,1,,5.0,,8.35,,2024-08-19
1521,1,1,12.0,5.0,2.38,6.85,2023-11-06,2024-07-22
1522,0,1,,5.0,,8.95,,2024-10-29
1523,1,1,4.0,10.0,5.52,2.0,2024-08-29,2023-07-04
1524,1,1,3.0,2.0,5.78,14.54,2024-11-19,2024-09-12
1525,1,1,4.0,5.0,6.2,6.7,2024-09-10,2024-08-09
1526,1,1,7.0,2.0,5.54,16.67,2024-10-26,2024-12-23
1527,1,1,5.0,6.0,4.03,1.97,2024-10-15,2023-05-09
1528,1,1,5.0,6.0,5.23,1.45,2024-10-13,2024-01-24
1529,1,1,3.0,1.0,7.27,15.88,2024-07-14,2024-11-16
1530,0,1,,3.0,,7.91,,2024-07-17
1531,1,1,10.0,3.0,2.03,7.01,2023-04-25,2024-11-07
1532,1,1,10.0,5.0,2.66,8.48,2023-08-17,2024-07-11
1533,0,0,,,,,,
1534,1,1,4.0,0.0,5.46,0.0,2024-08-25,2024-09-03
1535,0,0,,,,,,
1536,1,1,1.0,0.0,9.19,0.0,2024-12-21,2024-05-07
1537,0,0,,,,,,
1538,1,1,12.0,6.0,1.78,0.72,2023-05-06,2024-02-08
1539,0,0,,,,,,
1540,1,1,3.0,1.0,4.62,16.72,2024-08-13,2024-12-29
1541,1,1,5.0,6.0,5.78,1.67,2024-09-26,2024-08-08
1542,1,1,3.0,3.0,6.15,8.5,2024-10-23,2024-08-18
1543,1,1,5.0,3.0,6.48,9.1,2024-10-23,2024-09-13
1544,1,1,3.0,0.0,7.57,0.0,2024-09-30,2023-10-03
1545,1,1,3.0,4.0,3.47,6.38,2024-11-13,2024-09-01
1546,0,1,,3.0,,8.55,,2024-08-16
1547,1,1,3.0,3.0,6.29,9.25,2024-11-19,2024-10-11
1548,1,1,3.0,7.0,6.24,1.13,2024-10-26,2023-05-31
1549,0,1,,9.0,,1.81,,2023-01-30
1550,1,1,5.0,8.0,5.38,2.63,2024-10-28,2023-10-12
1551,1,1,5.0,3.0,8.0,8.04,2024-07-18,2024-10-23
1552,1,1,4.0,3.0,5.23,8.31,2024-07-31,2024-07-13
1553,1,1,3.0,0.0,4.45,0.0,2024-07-01,2023-05-21
1554,1,1,5.0,3.0,6.73,7.81,2024-09-19,2024-07-13
1555,0,1,,5.0,,6.95,,2024-10-05
1556,1,1,5.0,5.0,4.43,6.0,2024-08-25,2024-10-18
1557,1,1,3.0,10.0,4.35,1.38,2024-09-06,2024-08-17
1558,1,1,5.0,5.0,6.59,7.0,2024-09-03,2024-09-15
1559,1,1,7.0,0.0,6.05,0.0,2024-11-07,2024-02-07
1560,1,1,10.0,5.0,2.2,9.75,2024-09-29,2024-11-30
1561,1,1,10.0,1.0,2.46,15.82,2023-09-15,2024-09-26
1562,0,1,,4.0,,6.89,,2024-11-05
1563,1,1,3.0,6.0,4.78,2.75,2024-08-17,2023-07-20
1564,1,1,9.0,0.0,4.84,0.0,2024-11-22,2024-09-07
1565,1,1,4.0,0.0,4.97,0.0,2024-07-09,2023-05-20
1566,1,1,3.0,4.0,4.52,7.92,2024-08-24,2024-09-03
1567,1,1,5.0,0.0,5.41,0.0,2024-11-09,2023-07-23
1568,1,1,5.0,0.0,5.5,0.0,2024-11-17,2023-01-11
1569,1,1,3.0,3.0,5.54,7.94,2024-07-24,2024-07-07
1570,1,1,5.0,3.0,5.86,8.1,2024-09-20,2024-11-20
1571,1,1,10.0,3.0,1.72,8.43,2023-01-04,2024-08-29
1572,1,1,0.0,5.0,0.0,9.69,2024-06-03,2024-09-18
1573,0,1,,3.0,,9.18,,2024-08-16
1574,1,1,0.0,0.0,0.0,0.0,2023-04-22,2023-07-11
1575,1,1,6.0,3.0,5.21,8.12,2024-10-01,2024-11-20
1576,1,1,4.0,1.0,6.26,17.72,2024-11-21,2024-12-26
1577,1,1,5.0,9.0,4.0,2.13,2024-10-23,2024-06-01
1578,1,1,0.0,3.0,0.0,9.95,2024-06-08,2024-11-30
1579,0,1,,3.0,,6.95,,2024-07-20
1580,0,0,,,,,,
1581,0,0,,,,,,
1582,1,1,9.0,0.0,4.65,0.0,2024-07-16,2024-02-26
1583,1,1,10.0,1.0,2.04,15.93,2023-02-11,2024-09-05
1584,1,1,3.0,3.0,6.84,8.36,2024-10-16,2024-11-26
1585,1,1,4.0,5.0,5.83,7.72,2024-08-16,2024-07-05
1586,1,1,5.0,0.0,6.79,0.0,2024-07-01,2024-03-16
1587,1,1,10.0,3.0,2.71,6.23,2023-04-02,2024-10-26
1588,0,1,,2.0,,15.05,,2024-07-14
1589,1,1,3.0,8.0,4.94,2.2,2024-08-30,2024-01-15
1590,1,1,3.0,3.0,4.95,8.82,2024-10-20,2024-11-28
1591,0,0,,,,,,
1592,1,1,7.0,5.0,4.76,6.37,2024-11-22,2024-08-09
1593,0,1,,2.0,,14.32,,2024-09-09
1594,1,1,5.0,3.0,5.88,8.09,2024-09-10,2024-07-05
1595,0,0,,,,,,
1596,0,1,,5.0,,8.15,,2024-08-05
1597,1,1,11.0,1.0,2.19,12.81,2023-03-20,2024-10-25
1598,1,1,5.0,0.0,3.34,0.0,2024-11-01,2023-04-06
1599,1,1,3.0,2.0,6.05,15.17,2024-08-05,2024-11-14
1600,1,1,5.0,2.0,4.65,13.84,2024-08-26,2024-10-14
1601,1,1,4.0,3.0,6.17,7.52,2024-08-31,2024-08-10
1602,1,1,4.0,0.0,5.93,0.0,2024-10-25,2023-11-20
1603,1,1,2.0,7.0,7.45,2.47,2024-07-30,2023-08-28
1604,1,1,4.0,3.0,4.48,6.56,2024-08-16,2024-10-07
1605,0,1,,5.0,,8.87,,2024-08-08
1606,1,1,10.0,3.0,2.74,8.68,2024-05-22,2024-09-30
1607,1,1,3.0,2.0,5.43,16.09,2024-08-12,2024-12-28
1608,1,1,7.0,3.0,3.47,8.19,2024-10-02,2024-10-18
1609,0,1,,2.0,,15.72,,2024-10-09
1610,1,1,10.0,1.0,0.86,15.41,2023-05-28,2024-08-09
1611,0,1,,2.0,,15.57,,2024-09-21
1612,0,1,,0.0,,0.0,,2023-09-29
1613,1,1,10.0,0.0,1.25,0.0,2023-12-04,2024-08-09
1614,0,0,,,,,,
1615,0,0,,,,,,
1616,1,1,0.0,0.0,0.0,0.0,2023-02-01,2023-09-30
1617,1,1,12.0,5.0,2.14,8.3,2024-01-25,2024-08-12
1618,1,1,2.0,8.0,6.64,2.1,2024-10-06,2024-08-10
1619,1,1,5.0,5.0,4.75,8.22,2024-10-12,2024-11-27
1620,1,1,3.0,5.0,6.25,6.54,2024-08-04,2024-11-01
1621,0,1,,1.0,,16.57,,2024-12-27
1622,1,1,3.0,0.0,5.56,0.0,2024-10-31,2023-03-25
1623,1,1,3.0,0.0,6.03,0.0,2024-10-20,2023-12-14
1624,1,1,5.0,3.0,6.01,9.12,2024-07-11,2024-11-17
1625,1,1,6.0,4.0,5.96,8.4,2024-08-23,2024-11-16
1626,1,1,10.0,3.0,2.6,6.77,2024-02-22,2024-10-16
1627,0,0,,,,,,
1628,0,0,,,,,,
1629,1,1,4.0,0.0,5.3,0.0,2024-11-02,2024-02-18
1630,0,1,,2.0,,15.05,,2024-08-05
1631,0,1,,6.0,,2.4,,2023-12-26
1632,1,1,7.0,5.0,5.09,7.24,2024-08-31,2024-08-15
1633,0,0,,,,,,
1634,0,0,,,,,,
1635,1,1,3.0,6.0,3.99,1.42,2024-08-31,2023-05-21
1636,1,1,9.0,6.0,5.15,1.85,2024-08-21,2024-10-02
1637,1,1,10.0,3.0,1.38,7.85,2023-04-18,2024-10-19
1638,0,1,,4.0,,7.69,,2024-08-26
1639,1,1,3.0,0.0,5.04,0.0,2024-07-20,2024-10-28
1640,0,0,,,,,,
1641,0,0,,,,,,
1642,1,1,5.0,6.0,5.15,1.59,2024-08-17,2023-06-21
1643,1,1,11.0,3.0,1.9,7.05,2024-09-15,2024-10-26
1644,0,1,,5.0,,7.83,,2024-09-14
1645,1,1,7.0,6.0,5.01,2.4,2024-08-02,2024-08-12
1646,1,1,3.0,10.0,5.89,2.32,2024-11-04,2023-07-26
1647,1,1,5.0,3.0,5.85,8.46,2024-10-11,2024-07-07
1648,1,1,7.0,2.0,5.06,14.39,2024-08-02,2024-08-31
1649,1,1,10.0,3.0,1.27,8.62,2024-06-06,2024-07-11
1650,1,1,11.0,2.0,1.73,16.96,2023-06-21,2024-12-31
1651,1,1,5.0,2.0,4.09,16.23,2024-10-22,2024-12-21
1652,0,1,,2.0,,15.08,,2024-07-23
1653,0,1,,0.0,,0.0,,2023-06-04
1654,1,1,6.0,5.0,4.92,6.97,2024-08-30,2024-08-10
1655,0,1,,4.0,,8.75,,2024-07-14
1656,1,1,3.0,4.0,4.64,7.19,2024-11-18,2024-11-16
1657,0,0,,,,,,
1658,1,1,3.0,6.0,6.13,1.27,2024-10-23,2023-12-24
1659,0,1,,5.0,,9.15,,2024-09-07
1660,1,1,3.0,2.0,8.0,15.85,2024-09-27,2024-08-23
1661,1,1,6.0,1.0,3.2,16.64,2024-07-25,2024-12-22
1662,1,1,4.0,4.0,6.88,7.93,2024-07-24,2024-07-24
1663,1,1,1.0,0.0,6.28,0.0,2024-10-22,2023-11-03
1664,1,1,4.0,1.0,5.13,15.77,2024-09-01,2024-11-28
1665,1,1,12.0,3.0,2.71,8.21,2023-11-24,2024-09-21
1666,1,1,7.0,6.0,6.69,1.18,2024-07-10,2024-03-23
1667,1,1,6.0,6.0,6.59,3.04,2024-10-15,2023-09-02
1668,0,1,,10.0,,2.27,,2023-04-21
1669,1,1,11.0,5.0,1.46,8.31,2024-06-27,2024-10-12
1670,1,1,5.0,6.0,6.07,1.26,2024-11-29,2024-07-29
1671,1,1,4.0,3.0,5.26,7.74,2024-09-30,2024-08-04
1672,0,0,,,,,,
1673,1,1,6.0,0.0,5.77,0.0,2024-07-08,2023-05-24
1674,1,1,9.0,3.0,5.11,6.8,2024-07-31,2024-09-29
1675,0,0,,,,,,
1676,1,1,3.0,3.0,6.08,7.75,2024-09-27,2024-07-15
1677,0,0,,,,,,
1678,0,1,,3.0,,7.3,,2024-09-20
1679,1,1,3.0,8.0,4.87,2.2,2024-07-16,2023-04-21
1680,0,1,,5.0,,7.75,,2024-08-18
1681,0,0,,,,,,
1682,0,1,,2.0,,17.62,,2024-12-24
1683,0,1,,1.0,,14.64,,2024-09-22
1684,1,1,4.0,3.0,4.28,6.64,2024-09-11,2024-10-27
1685,1,1,2.0,3.0,8.6,7.42,2024-12-21,2024-11-13
1686,1,1,5.0,3.0,5.9,7.8,2024-08-05,2024-11-07
1687,1,1,3.0,6.0,5.78,3.18,2024-07-08,2024-05-02
1688,1,1,1.0,6.0,7.93,1.84,2024-09-14,2023-12-28
1689,1,1,11.0,7.0,1.69,2.42,2024-06-28,2023-08-31
1690,0,1,,2.0,,16.23,,2024-12-31
1691,1,1,0.0,2.0,0.0,15.51,2024-05-03,2024-09-17
1692,1,1,3.0,1.0,5.41,15.69,2024-07-15,2024-08-02
1693,1,1,3.0,2.0,5.15,15.06,2024-09-21,2024-09-08
1694,1,1,5.0,3.0,5.73,8.76,2024-10-04,2024-10-18
1695,0,1,,3.0,,8.23,,2024-07-30
1696,1,1,6.0,2.0,6.18,16.35,2024-11-02,2024-12-29
1697,0,0,,,,,,
1698,1,1,5.0,2.0,5.87,18.25,2024-11-12,2024-12-24
1699,1,1,3.0,8.0,6.42,2.9,2024-11-13,2023-10-05
1700,1,1,12.0,6.0,1.55,1.19,2023-12-07,2023-03-29
1701,1,1,5.0,2.0,3.69,14.83,2024-10-09,2024-07-11
1702,0,0,,,,,,
1703,0,0,,,,,,
1704,1,1,5.0,5.0,6.57,6.01,2024-09-13,2024-09-07
1705,1,1,12.0,3.0,1.51,9.66,2024-07-31,2024-07-26
1706,1,1,7.0,1.0,5.45,16.23,2024-08-02,2024-12-27
1707,1,1,2.0,2.0,7.77,15.7,2024-07-13,2024-07-26
1708,0,1,,2.0,,16.05,,2024-12-21
1709,1,1,7.0,3.0,5.3,6.35,2024-08-25,2024-08-11
1710,1,1,3.0,3.0,6.86,6.4,2024-09-25,2024-07-29
1711,1,1,9.0,1.0,4.95,16.06,2024-07-18,2024-12-22
1712,1,1,10.0,1.0,3.0,13.7,2024-11-06,2024-09-08
1713,1,1,4.0,2.0,7.36,15.75,2024-07-26,2024-07-24
1714,0,1,,5.0,,9.08,,2024-08-13
1715,1,1,10.0,6.0,2.7,1.33,2023-10-02,2023-12-19
1716,1,1,5.0,0.0,5.17,0.0,2024-10-15,2024-05-03
1717,1,1,5.0,3.0,5.5,7.7,2024-10-24,2024-07-27
1718,1,1,7.0,0.0,6.47,0.0,2024-08-14,2023-11-20
1719,1,1,10.0,4.0,0.98,9.44,2024-07-17,2024-09-28
1720,0,0,,,,,,
1721,0,0,,,,,,
1722,1,1,4.0,0.0,6.54,0.0,2024-09-27,2024-07-25
1723,0,1,,4.0,,7.31,,2024-08-19
1724,1,1,4.0,6.0,5.48,2.06,2024-07-11,2024-10-04
1725,1,1,10.0,3.0,0.89,7.33,2023-12-09,2024-07-26
1726,0,1,,6.0,,2.29,,2024-07-30
1727,1,1,5.0,9.0,3.79,2.79,2024-11-21,2024-06-17
1728,0,0,,,,,,
1729,1,1,3.0,5.0,5.24,6.86,2024-10-11,2024-11-13
1730,0,1,,5.0,,6.53,,2024-07-28
1731,1,1,3.0,3.0,4.53,7.95,2024-09-11,2024-08-02
1732,1,1,7.0,6.0,4.83,1.67,2024-08-15,2024-04-17
1733,0,1,,6.0,,2.17,,2023-12-04
1734,1,1,6.0,4.0,4.88,6.84,2024-09-10,2024-08-05
1735,1,1,3.0,0.0,5.95,0.0,2024-08-30,2023-02-03
1736,1,1,4.0,3.0,4.5,10.81,2024-10-15,2024-07-14
1737,1,1,6.0,2.0,4.35,16.14,2024-07-11,2024-12-30
1738,1,1,6.0,6.0,5.49,2.3,2024-09-28,2024-07-17
1739,1,1,5.0,0.0,6.78,0.0,2024-11-05,2023-01-23
1740,1,1,4.0,0.0,6.39,0.0,2024-10-18,2023-01-10
1741,1,1,3.0,4.0,6.24,9.76,2024-09-26,2024-10-26
1742,1,1,4.0,9.0,5.64,2.87,2024-08-21,2024-02-17
1743,1,1,3.0,5.0,5.18,7.49,2024-08-24,2024-11-20
1744,0,0,,,,,,
1745,1,1,1.0,8.0,7.46,2.32,2024-11-25,2023-12-18
1746,1,1,12.0,7.0,1.98,2.27,2023-02-02,2024-06-09
1747,1,1,3.0,3.0,5.26,6.0,2024-10-13,2024-10-06
1748,1,1,3.0,0.0,6.85,0.0,2024-11-29,2024-10-03
1749,0,1,,3.0,,9.64,,2024-09-13
1750,1,1,3.0,5.0,6.17,7.68,2024-10-05,2024-11-21
1751,1,1,11.0,4.0,2.05,9.72,2024-03-28,2024-10-19
1752,1,1,3.0,0.0,5.84,0.0,2024-07-20,2023-09-20
1753,0,0,,,,,,
1754,1,1,1.0,0.0,8.05,0.0,2024-12-22,2024-10-17
1755,1,1,9.0,4.0,5.96,7.67,2024-09-29,2024-10-26
1756,1,1,5.0,7.0,3.56,1.22,2024-10-12,2023-08-29
1757,1,1,12.0,5.0,1.88,9.14,2023-05-29,2024-11-02
1758,1,1,3.0,5.0,7.02,7.02,2024-11-02,2024-10-31
1759,1,1,3.0,5.0,6.33,7.34,2024-11-18,2024-08-31
